conf01;AstarCat;5;BreadthFirstSearchCat;5;BestFirstSearchCat;5;DepthFirstSearchCat;8;min;5
conf02;AstarCat;12;BreadthFirstSearchCat;12;BestFirstSearchCat;12;DepthFirstSearchCat;14;min;12
conf03;AstarCat;7;BreadthFirstSearchCat;7;BestFirstSearchCat;8;DepthFirstSearchCat;19;min;7
conf04;AstarCat;6;BreadthFirstSearchCat;6;BestFirstSearchCat;6;DepthFirstSearchCat;10;min;6
conf05;AstarCat;6;BreadthFirstSearchCat;6;BestFirstSearchCat;7;DepthFirstSearchCat;7;min;6
conf06;AstarCat;8;BreadthFirstSearchCat;8;BestFirstSearchCat;8;DepthFirstSearchCat;14;min;8
conf07;AstarCat;8;BreadthFirstSearchCat;8;BestFirstSearchCat;8;DepthFirstSearchCat;17;min;8
conf08;AstarCat;7;BreadthFirstSearchCat;7;BestFirstSearchCat;7;DepthFirstSearchCat;3;min;7
conf09;AstarCat;10;BreadthFirstSearchCat;10;BestFirstSearchCat;10;DepthFirstSearchCat;11;min;10
conf10;AstarCat;7;BreadthFirstSearchCat;7;BestFirstSearchCat;7;DepthFirstSearchCat;1;min;7
conf11;AstarCat;7;BreadthFirstSearchCat;7;BestFirstSearchCat;7;DepthFirstSearchCat;10;min;7
conf12;AstarCat;7;BreadthFirstSearchCat;7;BestFirstSearchCat;7;DepthFirstSearchCat;15;min;7
conf13;AstarCat;10;BreadthFirstSearchCat;10;BestFirstSearchCat;10;DepthFirstSearchCat;18;min;10
conf14;AstarCat;8;BreadthFirstSearchCat;8;BestFirstSearchCat;9;DepthFirstSearchCat;11;min;8
conf15;AstarCat;7;BreadthFirstSearchCat;7;BestFirstSearchCat;7;DepthFirstSearchCat;10;min;7
conf16;AstarCat;11;BreadthFirstSearchCat;11;BestFirstSearchCat;11;DepthFirstSearchCat;16;min;11
conf17;AstarCat;7;BreadthFirstSearchCat;7;BestFirstSearchCat;8;DepthFirstSearchCat;2;min;7
conf18;AstarCat;8;BreadthFirstSearchCat;8;BestFirstSearchCat;8;DepthFirstSearchCat;13;min;8
conf19;AstarCat;11;BreadthFirstSearchCat;11;BestFirstSearchCat;11;DepthFirstSearchCat;26;min;11
conf20;AstarCat;12;BreadthFirstSearchCat;12;BestFirstSearchCat;12;DepthFirstSearchCat;12;min;12
conf21;AstarCat;10;BreadthFirstSearchCat;10;BestFirstSearchCat;10;DepthFirstSearchCat;10;min;10
conf22;AstarCat;6;BreadthFirstSearchCat;6;BestFirstSearchCat;6;DepthFirstSearchCat;1;min;6
conf23;AstarCat;9;BreadthFirstSearchCat;9;BestFirstSearchCat;9;DepthFirstSearchCat;12;min;9
conf24;AstarCat;10;BreadthFirstSearchCat;10;BestFirstSearchCat;4;DepthFirstSearchCat;1;min;10
conf25;AstarCat;10;BreadthFirstSearchCat;10;BestFirstSearchCat;10;DepthFirstSearchCat;1;min;10
conf26;AstarCat;8;BreadthFirstSearchCat;8;BestFirstSearchCat;8;DepthFirstSearchCat;14;min;8
conf27;AstarCat;10;BreadthFirstSearchCat;10;BestFirstSearchCat;11;DepthFirstSearchCat;13;min;10
conf28;AstarCat;6;BreadthFirstSearchCat;6;BestFirstSearchCat;6;DepthFirstSearchCat;16;min;6
conf29;AstarCat;10;BreadthFirstSearchCat;10;BestFirstSearchCat;10;DepthFirstSearchCat;1;min;10
conf30;AstarCat;8;BreadthFirstSearchCat;8;BestFirstSearchCat;8;DepthFirstSearchCat;15;min;8
conf31;AstarCat;5;BreadthFirstSearchCat;8;BestFirstSearchCat;4;DepthFirstSearchCat;1;min;8
conf32;AstarCat;8;BreadthFirstSearchCat;8;BestFirstSearchCat;9;DepthFirstSearchCat;9;min;8
conf33;AstarCat;8;BreadthFirstSearchCat;8;BestFirstSearchCat;8;DepthFirstSearchCat;14;min;8
conf34;AstarCat;11;BreadthFirstSearchCat;11;BestFirstSearchCat;11;DepthFirstSearchCat;15;min;11
conf35;AstarCat;7;BreadthFirstSearchCat;7;BestFirstSearchCat;8;DepthFirstSearchCat;8;min;7
conf36;AstarCat;11;BreadthFirstSearchCat;11;BestFirstSearchCat;11;DepthFirstSearchCat;17;min;11
conf37;AstarCat;6;BreadthFirstSearchCat;6;BestFirstSearchCat;6;DepthFirstSearchCat;16;min;6
conf38;AstarCat;7;BreadthFirstSearchCat;7;BestFirstSearchCat;7;DepthFirstSearchCat;1;min;7
conf39;AstarCat;8;BreadthFirstSearchCat;8;BestFirstSearchCat;3;DepthFirstSearchCat;3;min;8
conf40;AstarCat;9;BreadthFirstSearchCat;9;BestFirstSearchCat;1;DepthFirstSearchCat;1;min;9
conf41;AstarCat;9;BreadthFirstSearchCat;9;BestFirstSearchCat;9;DepthFirstSearchCat;38;min;9
conf42;AstarCat;8;BreadthFirstSearchCat;8;BestFirstSearchCat;8;DepthFirstSearchCat;10;min;8
conf43;AstarCat;6;BreadthFirstSearchCat;6;BestFirstSearchCat;7;DepthFirstSearchCat;10;min;6
conf44;AstarCat;10;BreadthFirstSearchCat;10;BestFirstSearchCat;11;DepthFirstSearchCat;18;min;10
conf45;AstarCat;6;BreadthFirstSearchCat;6;BestFirstSearchCat;6;DepthFirstSearchCat;19;min;6
conf46;AstarCat;10;BreadthFirstSearchCat;10;BestFirstSearchCat;10;DepthFirstSearchCat;18;min;10
conf47;AstarCat;7;BreadthFirstSearchCat;7;BestFirstSearchCat;7;DepthFirstSearchCat;7;min;7
conf48;AstarCat;13;BreadthFirstSearchCat;13;BestFirstSearchCat;7;DepthFirstSearchCat;1;min;13
conf49;AstarCat;8;BreadthFirstSearchCat;8;BestFirstSearchCat;8;DepthFirstSearchCat;8;min;8
conf50;AstarCat;8;BreadthFirstSearchCat;8;BestFirstSearchCat;8;DepthFirstSearchCat;14;min;8
conf51;AstarCat;7;BreadthFirstSearchCat;7;BestFirstSearchCat;7;DepthFirstSearchCat;7;min;7
conf52;AstarCat;7;BreadthFirstSearchCat;7;BestFirstSearchCat;7;DepthFirstSearchCat;7;min;7
conf53;AstarCat;8;BreadthFirstSearchCat;8;BestFirstSearchCat;8;DepthFirstSearchCat;13;min;8
conf54;AstarCat;11;BreadthFirstSearchCat;11;BestFirstSearchCat;12;DepthFirstSearchCat;22;min;11
conf55;AstarCat;6;BreadthFirstSearchCat;6;BestFirstSearchCat;6;DepthFirstSearchCat;1;min;6
conf56;AstarCat;9;BreadthFirstSearchCat;9;BestFirstSearchCat;9;DepthFirstSearchCat;1;min;9
conf57;AstarCat;6;BreadthFirstSearchCat;6;BestFirstSearchCat;6;DepthFirstSearchCat;7;min;6
conf58;AstarCat;6;BreadthFirstSearchCat;6;BestFirstSearchCat;6;DepthFirstSearchCat;18;min;6
conf59;AstarCat;6;BreadthFirstSearchCat;6;BestFirstSearchCat;6;DepthFirstSearchCat;3;min;6
conf60;AstarCat;8;BreadthFirstSearchCat;8;BestFirstSearchCat;8;DepthFirstSearchCat;14;min;8
conf61;AstarCat;7;BreadthFirstSearchCat;7;BestFirstSearchCat;7;DepthFirstSearchCat;17;min;7
conf62;AstarCat;10;BreadthFirstSearchCat;10;BestFirstSearchCat;10;DepthFirstSearchCat;10;min;10
conf63;AstarCat;6;BreadthFirstSearchCat;6;BestFirstSearchCat;6;DepthFirstSearchCat;8;min;6
conf64;AstarCat;10;BreadthFirstSearchCat;10;BestFirstSearchCat;13;DepthFirstSearchCat;17;min;10
conf65;AstarCat;9;BreadthFirstSearchCat;9;BestFirstSearchCat;9;DepthFirstSearchCat;15;min;9
conf66;AstarCat;8;BreadthFirstSearchCat;8;BestFirstSearchCat;8;DepthFirstSearchCat;9;min;8
conf67;AstarCat;6;BreadthFirstSearchCat;9;BestFirstSearchCat;9;DepthFirstSearchCat;2;min;9
conf68;AstarCat;6;BreadthFirstSearchCat;6;BestFirstSearchCat;6;DepthFirstSearchCat;1;min;6
conf69;AstarCat;6;BreadthFirstSearchCat;6;BestFirstSearchCat;6;DepthFirstSearchCat;7;min;6
conf70;AstarCat;8;BreadthFirstSearchCat;8;BestFirstSearchCat;8;DepthFirstSearchCat;17;min;8
conf71;AstarCat;11;BreadthFirstSearchCat;11;BestFirstSearchCat;13;DepthFirstSearchCat;22;min;11
conf72;AstarCat;6;BreadthFirstSearchCat;6;BestFirstSearchCat;7;DepthFirstSearchCat;11;min;6
conf73;AstarCat;10;BreadthFirstSearchCat;10;BestFirstSearchCat;10;DepthFirstSearchCat;1;min;10
conf74;AstarCat;7;BreadthFirstSearchCat;6;BestFirstSearchCat;6;DepthFirstSearchCat;1;min;6
conf75;AstarCat;11;BreadthFirstSearchCat;11;BestFirstSearchCat;11;DepthFirstSearchCat;16;min;11
conf76;AstarCat;9;BreadthFirstSearchCat;9;BestFirstSearchCat;10;DepthFirstSearchCat;9;min;9
conf77;AstarCat;11;BreadthFirstSearchCat;11;BestFirstSearchCat;10;DepthFirstSearchCat;1;min;11
conf78;AstarCat;8;BreadthFirstSearchCat;8;BestFirstSearchCat;2;DepthFirstSearchCat;1;min;8
conf79;AstarCat;12;BreadthFirstSearchCat;12;BestFirstSearchCat;13;DepthFirstSearchCat;1;min;12
conf80;AstarCat;6;BreadthFirstSearchCat;6;BestFirstSearchCat;6;DepthFirstSearchCat;1;min;6
conf81;AstarCat;10;BreadthFirstSearchCat;10;BestFirstSearchCat;11;DepthFirstSearchCat;18;min;10
conf82;AstarCat;12;BreadthFirstSearchCat;12;BestFirstSearchCat;1;DepthFirstSearchCat;4;min;12
conf83;AstarCat;8;BreadthFirstSearchCat;8;BestFirstSearchCat;8;DepthFirstSearchCat;18;min;8
conf84;AstarCat;12;BreadthFirstSearchCat;12;BestFirstSearchCat;3;DepthFirstSearchCat;1;min;12
conf85;AstarCat;6;BreadthFirstSearchCat;6;BestFirstSearchCat;6;DepthFirstSearchCat;6;min;6
conf86;AstarCat;6;BreadthFirstSearchCat;6;BestFirstSearchCat;6;DepthFirstSearchCat;16;min;6
conf87;AstarCat;11;BreadthFirstSearchCat;11;BestFirstSearchCat;11;DepthFirstSearchCat;20;min;11
conf88;AstarCat;6;BreadthFirstSearchCat;8;BestFirstSearchCat;3;DepthFirstSearchCat;1;min;8
conf89;AstarCat;6;BreadthFirstSearchCat;6;BestFirstSearchCat;6;DepthFirstSearchCat;6;min;6
conf90;AstarCat;9;BreadthFirstSearchCat;9;BestFirstSearchCat;10;DepthFirstSearchCat;12;min;9
conf91;AstarCat;6;BreadthFirstSearchCat;6;BestFirstSearchCat;6;DepthFirstSearchCat;9;min;6
conf92;AstarCat;7;BreadthFirstSearchCat;7;BestFirstSearchCat;7;DepthFirstSearchCat;8;min;7
conf93;AstarCat;6;BreadthFirstSearchCat;6;BestFirstSearchCat;6;DepthFirstSearchCat;15;min;6
conf94;AstarCat;6;BreadthFirstSearchCat;6;BestFirstSearchCat;7;DepthFirstSearchCat;15;min;6
conf95;AstarCat;6;BreadthFirstSearchCat;6;BestFirstSearchCat;6;DepthFirstSearchCat;6;min;6
conf96;AstarCat;8;BreadthFirstSearchCat;8;BestFirstSearchCat;10;DepthFirstSearchCat;14;min;8
conf97;AstarCat;9;BreadthFirstSearchCat;9;BestFirstSearchCat;9;DepthFirstSearchCat;12;min;9
conf98;AstarCat;6;BreadthFirstSearchCat;6;BestFirstSearchCat;6;DepthFirstSearchCat;9;min;6
conf99;AstarCat;7;BreadthFirstSearchCat;7;BestFirstSearchCat;3;DepthFirstSearchCat;1;min;7
